WTf5EgVY5uU_15_19	a woman is cutting meat	someone preparing something, a woman is cutting meat, a woman cuts up some meat, cooking with the dog how to make omurice which is chicken rice, she is cutting the chicken pieces, a woman is slicing meat, a woman cuts a piece of meat, a lady making chicken rice in the kitchen, a woman chops meat, a woman is cutting meat into pieces, a woman is cutting raw chicken into pieces, a woman cuts meat, a woman is cutting some meat, the woman is slicing chicken, a woman is cutting a slice off of a piece of chicken, a woman is cutting up some meat, a woman cooking omurice, the lady cut the meat into pieces, a woman slices raw meat, a woman is slicing raw chicken into cubes, a woman is cutting meat, a woman is cutting small piece of meat from a larger piece, a woman is slicing some meat, a woman is cutting a meat into pieces, a woman is cutting a pork chop, a women is cooking with her dog, a woman is cutting meat, a lady is cutting chicken pieces for chicken rice, a woman is slicing meat with a knife, a lady is slicing the meat, a woman is cutting some chicken, the lady cut the meat into small pieces, a woman cuts chicken, a woman is slicing some meat, a woman is cutting meat, a woman is slicing meat, a woman cuts meat, the woman is slicing chicken, a short clip about how to make omurice
EdrZtaBUXIo_25_29	a woman is walking	smoke is rolling out of a jackolantern, some is coming out of a pumpkin, a pumpkin is smoking, a blast is done and it smokes, a smoke is coming from the pumpkin, smoke is coming out from a pumpkin, smoke is coming out of a jackolantern, a jackolantern is smoking, smoke coming out from a pumpkin toy, smoking punpkin, smoke is emanating from a pumpkin face placed on grass, the pumpkin is smoking, smoke is pouring out of a jack olantern, smoke came out of the jackolanterns eyes and mouth, a jackolantern is emitting fog, smoke poured out of the jackolanterns eyes and mouth, a carved pumpkin belches smoke, smoke is coming out of a halloween carved pumpkin, fog drifts out of a carved pumpkin, smoke is coming out of the vegetable, there is a different, smoke coming out of holed pumpkin, smoke is rising out a pumpkin, a pumpkin is smoking, a pumpkin is smoking, the jackolantern had smoke coming out of its eyes and mouth, something is burning, a jackolantern is emitting smoke, a fog monster occurs, there is a like sweetgourd placing in field and smoke come out from it, a pumpkin blows fog, the jack o latern was smoking
a-cek0mvXxE_15_25	a man is cleaning the floor	man is cleaning the floor, a man is cleaning the floors, a man is cleaning office, a man is cleaning a floor, a man is cleaning the room, office cleaning services waltham and boston, a man is using a machine to clean the floor, a man is cleaning floor with vacuum cleaner, a man cleans the floor with a vaccum cleaner, he is flore on the mission, a man is cleaning floors, office cleaning services waltham and boston, a man drags a cleaning device, a man is using a floor polisher, the janitor pulled the vacuum across the floor, a man is polishing a floor, a man is vacuuming a room, a man cleaning the office by a machine, someone cleans a floor, the man is cleaning the floor, a men clining the floor, a man in jeans and a blue tshirt cleaning the floor, a man cleans the floor with a machine, the person cleaning the floor, man cleaning the floor with the help of the vaccum cleaner, a man cleaning floor, a man is cleaning a floor, a man is cleaning with vaccum machine, a man cleaning floor, a man cleaning the floor with a machine, a man cleaning office, a man is cleaning a floor with an industrial machine, a man is cleaning the floor with machine, a man is pulling a wet and dry cleaning device to and fro across the floor in a room, a man is pulling a machine across the floor, a man is cleaning a room with a large vacuum, a man is using a power cleaning device on a floor, office boy clean the room, a man is cleaning the floor, a man is cleaning the floor, a man is using a vacuum cleaner, the man is cleaning the floor with a machine, a office boy cleaning a floor from vacuum cleaner, a man is cleaning the floor, a man waxes a floor, the man pulled a vacuum in an empty room, a man is cleaning the floor with machine
-wa0umYJVGg_117_123	a woman is peeling an egg	a person is shelling eggs in ice water, the woman is peeling eggs in water, the woman is peeling a boiled egg, a woman is peeling the shell off of an egg, a woman is dipping boiled eggs into a bowl of ice and water, a woman is peeling boiled eggs, a woman is peeling a boiled eggs, a woman peels two eggs in a bowl of ice water, a women making yakibuta ramen, a woman is peeling an eggshell, a man is removing the shell of the eggs, a person is peeling hard boiled eggs, the person is preparing something with boiled eggs, somebody is peeling egg shell, a woman is peeling the shells from eggs, the lady cracked the boiled egg in a bowl of ice water, the women is making something with boiled eggs, remove the coat of the egg, a person peels hard boiled eggs, a woman peels off the shell of a hard boiled egg placed in a bowl of cold water, a woman is taking the shell off an egg, a woman is peeling some egg shells, a chef peels an egg, someone is removing shell from the egg, a woman is peeling an egg, a man is opening the outer cover a boiled egg, a woman is peeling boiled eggs in a bowl of ice water, a woman peels a hardboiled egg in a bowl of iced water, the lady peeled the eggs in a bowl of ice water, a person is placing an egg in iced water before removing the eggs shell, a woman is peeling eggs, a woman is peeling a boiled egg, a women is making the food with her dog, the lady show the demo how to make the japanese food with her dog, someone is peeling a hard boiled egg, a man demonstrates an easy way to peel boiled eggs, a woman breaks an egg, a woman is peeling hard boiled eggs in ice water, a japanese dish beautifully garnished, a softboiled egg is being peeled in water, a short clip about how to make yakibuta ramen, excellent video, a chef is dipping an egg into iced water, a chinese lady preparing to make a chinese noodle dish, a man is peeling a boiled egg, a woman is peeling a boiled egg, a woman is removing the shell from a softboiled egg
-t-ZWaJeH-o_0_15	two women are singing	two women are singing in the house, two girls were singing a song, two women are singing into microphones, women are singigng, two women sing into their microphones, two women are singing into microphones, two ladies singing a song, two women are singing, two women are singing, two ladies singing some sort of song in a studio, two women sing, two ladies are singing, two women are signing, two women sing into microphones, two women are singing into microphones, two women singing in a recording studio, a lady is giving speech, two women sing into microphones, an asian woman and girl are both singing into microphones, two japaneses women singing song, two women sing into microphones, girls are singing a song very very super, two women are singing, two ladies singing a song, two women are singing, two girls sang into microphones, two women standing beside each other and holding a mike in their hand are singing a duet, the ladies sang on the stage, two women are singing while using mikes, two young ladies singing, two women are singing, two women singing in a show, two lady singigng, two girls sing, two women are singing into microphones, both girls are singing, two girls are singing, two women are singing, a lady is singing a song, a girl is singing, a girls singing in hotel, two women are singing karaoke, two women are singing, two girls are singing, two ledys sing a song, two women are singing, two womens singing a song, women playing music, a lady is talking, two woman are singing together, two women are singing, two women are singing into microphones, two women are singing at a karaoke machine, a woman is singing, two women is singing, two japanese women singing at a karaoke bar, the women are singing, women are singing into microphones, a sweet song by sweeties
E61HNXjgyqA_22_32	a woman is singing	a woman is singing, a woman wearing a headset is singing into a large microphone, aishwarya is singing, a woman is singing, a woman is singing, a woman is singing into a microphone, a woman is singing a song, the woman is singing, some people are presenting a song in a group, a woman looks in the mirror, the girl sang into the microphone in the studio, a woman in headphones is singing into a microphone, a girl is singing, the women is sing a song, a actress singing a song, the woman is singing, a woman is wearing headphones, the lad sang in the recording studio, a woman is singing in a studio, the girl sang into the recording microphone, a beautiful indian actress sings or talks in a recording studio, a woman is wearing headphones, a woman is singing, she is a sing a song, feeling song
TZ860P4iTaM_11_20	a cat is playing the piano	a cat plays with a piano, a cat playing a piano, a cat is playing a piano, a cat is playing a piano with his paws, a cat is sleeping on the piano, a cat is playing on piano, a chimpanzee playing the piano, a cat is hitting the keys on a piano, you must do practice, a cat is playing piano, a cat is tapping keys on a piano, the cat played the piano with his paw, a cat plays piano, a cat is playing the piano, a cat plays the piano, a cat plays the piano, a cat is playing on a piano, a cat is playing a piano, a cat is playing piano, a cat is playing a guitar, a cat is playing the piano, a cat plays the piano, the cat is playing the piano with his paw, a pussy cat is playing piano, a cat is playing piano, a cat playing with peyano, a cat is playing a key board, a cat is playing the piano, a cat is playing some instrument, a guy is practicing, a cat is playing the piano, the cat is playing the piano, a cat is playing the piano, a cat is playing a piano, the cat is playing the piano, a cat is playing the piano, a black cat is deftly playing the piano using her right fore paw, a cat is repetitively hitting piano keys with its paw, practice makes cat perfect, a cat playing the piano, a cat is playing a key board, a cat is hitting the keys on a piano, a cat is rubbing its head on piano keys while tapping one of the keys with its paw, a cat plays the keys on a piano, a cat playing the piano, a cat playing piano, a cat is playing the piano, a cat is striking a piano key repeatedly, a cat is playing the piano, a cat plays piano, a cat playing on a piano keyboard, a cat is playing piano keys, a cat playing a piano and enjoying the music, cat playing piano, a cat is playing the piano, a cat playing piano
_txL575S_OA_13_23	a group of zebras are grazing	zebra are eating grass, the zebras are gazing in the fields, many zebras are standing in a field, zebras having they food, a flock of zebras grazing, zebras are grassing, zebras are grazing in a field, zebras are standing in a field, the zebras grazed on the grasses, a herd of zebras are eating grass in a field, lots of zebras are eating grass, a running zebras, zebras are eating grass, a herd of zebras stand on a grassy plain, a group of zebra are grazing, some zebras are standing in a field, zebras were found in a group, a herd of zebras are standing in a field, many zebras are grazing in a field, the zebras grazed on the grass, zebras are standing and eating grass, zebras are standing in a jungle, a dazzle of zebras are grazing on grassland, very cute zebras, zebras gracing on grassland, a pack of zebras are grazing, several zebras are standing in a field, the zebras are grazing, the zebras grazed in the field, a group of zebras are standing in a field, a herd of zebras graze in the savannah, a group of zebras are grazing in a field, zebras are standing in a field, zebras are standing peacefully, all zebras are in forest, zebras are eating, zebras graze in the savanna, the zebras are grazing, eating together, some zebras are walking in a field, zebras are eating, zebras are grazing in the grass, zebras are eating grass, zebras are grazing in the field, many zebras graze in a field, a herd of zebras are grazing
2LgrGHWSy6k_122_135	a woman is drinking from a bottle	a woman drinking, a woman got somekind of attack due to which she is drinking a full bottle of wine, a woman is drinking a drink from a bottle, one girl taking a drink, a woman seated on a sofa chair is drinking the liquid straight from a bottle, a woman is drinking liquor straight from the bottle, a lady is drinking water, a girl drinks liquor, a girl is taking a water, massive attack and live with me, a woman is drinking a bottle of alcohol, a woman is drinking from a bottle, a woman is drinking, a woman is drinking, a woman is drinking vodka, a lady drank alcohol straight from the bottle, a women is drinking, a lady is drinking the liquor, life without water, a woman is drinking from a bottle, a woman is drinking, a woman is drinking a liquid, a girl drinking, a woman is drinkin alcohol out of a bottle, a woman is sitting in a chair taking a long drink from a bottle of some type of alcoholic beverage, a woman is sitting on a couch drinking liquor, a woman drinks from a bottle, a woman drinking alcohol from a bottle, a woman drinking alcohol from a bottle, a girl is lying on the bed, a woman is drinking from a bottle, a women drinking, a woman sits on a couch and drinks out of a bottle, the woman is drinking a lot of vodka straight from the bottle, a woman is drinking liquor straight from the bottle, a man is saying something, one lady is drinking water, a woman drinks liquor straight from the bottle, a woman is drinking, a depressed woman drinks alcohol all alone in her living room, a woman is drinking from a bottle of alcohol, a lady drank alcohol from the bottle, a lady is drinking some thing, a woman chugs liquor straight from the bottle, a woman is having drinks bottle
2mUMTFnQWaw_1_9	a woman is riding a horse	a girl is riding a horse, a man is riding a horse, a woman riding a horse, a woman is riding a horse through a competition course, a woman is riding a horse, the girl is riding a horse around the fence, a woman is riding a horse, a young woman is riding a horse, a girl is riding the horse, a boy is riding a horse, a woman is riding a horse, a woman is riding a horse in an open enclosed ground, a girl is riding her horse in training in a riding ring, a young lady is riding a horse, two people are riding horses on a track, a woman rides a horse, a girl is doing horse riding in a stable, a woman is riding a horse, a woman is riding a horse, a woman is riding a horse, a woman is riding a horse, the woman is riding a horse, a girl is riding a horse, a woman is riding on a horse, a woman is riding on a horse, a horse riding inside the fence, the woman is riding a horse, a rider is galloping her horse around an arena, a woman is riding a horse, the girl rode the horse next to the fence, the lady is riding on the horse, a lady is riding a horse and practicing jumping, a girl is riding a horse, the girl trotted the horse, a woman is riding a horse, a girl wearing helmet and riding the horse, a woman is riding a horse along the perimeter of a fenced area, a woman riding her horse, the girl rode a gray horse, a woman is riding a horse, the horse and rider trotted by the fence, a women is riding a horse, ladies horseback riding competition, a lady is riding a horse, a girl is riding on a horse in a stable, the woman practice for horse riding, a girl is riding a horse, a woman is riding a horse
bQJQGoJF7_k_120_126	a man is pouring sauce into a bowl	a man is stirring marinade in a bowl, the man stirred the sauce for the chicken, a man is making the marinade, a man is stirring seasoning mix in a bowl, the person is doing the something, a person is cooking, a man is stirring some liquid ingredients, the man is stirring oil, the man stirred the seasonings in the water, a man is mixing a liquid, a man is mixing a bowl of water, very very super making for marinade, a man is stirring a liquid in a small bowl, a man is stiring a mixture in a plastic container next to a package of raw chicken, the man is stirring the marinade, someone stirs a liquid with a spoon, someone is mixing some liquids, a person is mixing a sauce with a spoon, a man is stirring slurry by a spoon, a person is stirring some liquid in a bowl, a man is stirring water, a person stirs fluid in a plastic container, someone is mixing a liquid, the mans mixes seasoning to a bowl of water, a man cooking his kichen, one man is doing some preparation for marinde, the man is stirring the marinade, a man is preparing meat, liquid content in the bowl is mixed using spoon, any one is making dish, someone is stirring something in a small plastic container with a metal spoon, a mixture is stired, a chef is stirring liquid, a man stirred a sauce for the chicken, a man stirs some marinade, a man is saying about to make something, a person is mixing liquids in a plastic container
HM-ZDoRWiH4_0_5	a man is opening a door	the man opened the door, a man is opening a door, a man is opening a door to enter a room, a man opens a door and leaves the room, the man opened the door, a man is opening the door, three guys were standing on the building, a man is opening a door, three men in dark clothes against a boundary wall, a man walks through a door, a man is walking through a doorway, a guy sleeping and seemingly has a dream, a man opens a door, a man opens a door and enters the room, a man walks through a door, a man is opening a door, the man went through the door, a man is entering a door, the man opened the door and walked through it, a guy is entering through a door, a man is entering through a door, a man walks through a doorway, a man is entering into a room, a man opens a door, a man opens and walks through a door, a man is opening the door, a man is opening a door and walking through it, a man opening the door, a man is walking through a door, a man standing in a dark closed room opens the door, a man with a scary face, a man opens a door and walks into a room, a man enters a room, man is opening the door and getting out, a man is entering in to a room, a man is going into a room, a man walks through a door, a man with strange emotions, the man opened and went through the door, a man opens a door and walks inside, a person is entering through the door, the man walked into a house, a man walks out of a door, the man went inside through the door, a man enters a door
AQhiE_NL6yY_91_101	two men are fighting	the two little men wanted to get into a fight, two little boys start fighting, two men are arguing and fighting, two boys are fighting, a tall man keeps two short cowboys from fighting, in a drama a tall man is talking in the mike, two boys wearing cowboy outfits fight on stage, two cowboys are fighting, a man is preventing two people dressed as cowboys from fighting each other, two little cowboys fought with each other while talking to a tv host, two small cowboys fight, two children were playing drama, two men get into a scuffle while another man tries to break it up, three men are talking and arguing on stage, tiny men are fighting, the persons are talking, one little cowboy tried to hit the other one, two small cowboys are fighting, two children are quarreling, two short cowboys are restrained from fighting by a tall thin man, two kids try to fight, there is two boys and a man in a movie scene and both boys fighitng to each other, people are talking, the stage drama, a man stops two midgets from fighting, the little men are talking, two people are fighting, a man is breaking up a fight between two cowboys, two childrens are fighting, two short men are trying to fight, two dwarfs are fighting, two kids are fighting
BE_uxYK9uz0_49_56	a boy is drinking water	a boy takes a drink from a drinking fountain, a boy is drinking water from a fountain, the boy is drinking water at the fountain, a man is drinking water, the boy is drinking from the water fountain, a guy drinking water from tap, random church camp stuff, the boy drank water from the fountain, a boy is drinking tap water, a boy drinks from a a water fountain, a boy is drinking water at the water fountain, a boy is drinking water, a boy is drinking from a water fountain, a boy is getting a drink of water, one boy is drinking water from tap, a boy is getting a drink from a fountain, a man is drinking water from the tap, a boy drinks from a water fountain, a man is drinking water from the tap without any vessel, a boy is drinking from a water fountain, a man is drinking water directly from the spout of a water dispenser, a kid takes a long drink from a water fountain, a boy is drinking from a water fountain, a boy is washing in his mouth, boy is drinking the water, drinking the water, a boy is drinking from a water fountain, a lady is cleaning her mouth from the tap water, a boy is drinking from a water fountain, a boy is drinking from a fountain, a young boy is drinking from a drinking fountain, a man drinking water, the boy got a drink from the water fountain, a boy is drinking from a water fountain, a boy is drinking out of a water fountain, the boy is drinking the water
KPPCwmU5OHQ_56_62	a man is opening a can of soup	a man is opening a can of chicken noodle soup, a cook empties a can of soup into a bowl, a woman is opening a chicken noodle soup can, the man opened the can, a man is opening a can, a man is adding something to a bowl, a person opens a can of soup, here is your delicious ready made chicken soup, a man is opening a can of soup, a man is opening a can, a man opend a can of chunky soup, a man opens a can of soup with a pulltab, a person opens a can of soup, a man opens a can of soup, a man opens a can, a man opens a can of soup, the person preparing the chicken soup, a man cooking his kichen, the man is opening the chicken noodle soup, the man opened a can of chili, soup is about to be poured into a bowl, a man coking, the man opened a can of soup, one person is cooking, a man is pouring soup into a bowl, someone is opening a can of soup, a person is opening a can of soup, a man is open a tin, a man is opening a can of soup, someone is opening a can of soup, a man is open a chicken noodle soup tin, a person is about to pour the soup in a bowl, a man is opening a can of chicken soup, a man opens a can, a man is opening a can of soup, the boy is opening the box
WTf5EgVY5uU_100_104	a woman is cracking eggs into a bowl	a woman is cracking an egg into a bowl, a person cracked the egg, someone cracks an egg into a bowl, the woman is cracking eggs into a bowl, one lady braking eggs for dish with his dog, a girl is broken a food, a woman is cracking eggs, a woman is cracking eggs into a bowl, a woman is breaking eggs, a man is cooking chicken rice, the woman is cracking eggs, a woman breaks an egg into a bowl, a woman breaks an egg, a woman is breaking an egg, a woman is cracking eggs into a bowl, a woman cracks an egg into a bowl, a woman cracks an egg, doing egg amlate, the lady cracked two raw eggs, the women is cooking, a woman breaks two eggs in a glass bowl and whips them with chopsticks, a women is cooking with her dog, a woman is adding egg in the bowl, the lady is cracking eggs into a bowl, a woman whisks an egg in a bowl, a woman is cracking an egg into a bowl, very neat defination for omurice, a woman cracks eggs, a lady is openin a egg shell, a woman is cracking open eggs, a woman cracks eggs into a bowl, a woman is pouring eyes into a bowl, making the amlet, a woman is breaking eggs into a bowl and stirring them, a woman cracks and egg into a glass bowl and stirs swiftly, a woman is cracking eggs into a bowl, a lady is breaking the egg in to a bowl, a woman is cracking an egg and putting it into a bowl with another egg, a woman is cracking eggs into a bowl, the woman is breaking eggs, a woman is cracking an egg into a bowl, a man cooking his kichen, the lady stirred up raw eggs in the bowl, egg dishes very diliceous food
