10	a cat is playing with a ball	a dog is tring o open a sealed can with its teeth, a dog is trying to open a can of food, a dog behind bars, a dog opens the lid of a sealed can, a dog is trying to open a box, a dog is playing with a can, the dog chewed on the ball, a dog is trying to eat from a tin, a dog fetches a small canned food tin in his mouth bites and pulls off the lid and eats the food inside, a funny dog is playing, a dog retrieves a can of dog food and tries to open it, the dog is eating something, a dog open a box and eat, a dog is opening a can of dog food with its mouth, a dog is opening a can of dog food, a dog biting on a can, a dog is playing a ball, the dog opening tin container, a dog is playing with a toy, a dog is opening a can, a funny dog opening a small tin and eating its content, a dog is opening a can of food, a dog opens a can of food, a dog opens a can of food, a dog opens a can of dog food with his teeth, funny dogs americas funniest home videos par, a dog is playing, a dog is playing with the ball, the dog is opening a can so he can eat, a dog is opening a can of dog food, a dog is opening a can of food, a dog is playing with the dumbbell, a dog opens a can of dog food with his mouth, the dog is trying to eat the food, a dog opens a small can of food with its mouth, a dog doing some sort of funny act with a bone toy, a dog is trying to open a can, a dog picks up a small can it found on the floor and carries it in its mouth, a dog opens a can of food with his teeth, a dog doing some funny act, the dog opened a can of dog food, a dog is opening a can of dog food, a dog is eating its food by opening the box, a dog is playing with ball, a dog eating, the dog is opening a can, a dog is carrying a thing, a dog is opening a can of dogfood with his mouth and starts to eat, a dog is opening a food can, a dog is opening a can of dog food with its mouth, a dog opens a can of dog food, a dog opens a can by itself, a dog grabs a can of dog food and then works to get it open
11	a man is riding a bike	a woman is reading, something weird diana the huntress, a woman reads a book on a rock, a woman is reading on blanket outdoors, a woman is reading, a woman reads a book outside, the girl is reading something, a girl is reading a book, a woman is laying on a blanket, a woman reads a book in the forest, a woman is reading a book outside, a woman is reading a book outside, a woman reclining on a rock amidst greenery is reading a book, a woman is reading, a lady lying on a rock reading a book, a girl is reading a book outside, a woman is reading a book, the girl read a book while lounging on the ground outside, a girl is reading a book in the wood, the lady lay down on the ground and read a book, featuring a girl reading book, the woman is relaxing in the woods reading a book, the woman is reading, a girl reads a book, a woman is reading a book outside, a woman is lying on a blanket on a rock and reading a book, a woman reads a book in the forest, a woman is reading, a girl is studying in garden, a woman is laying on a rock reading a book, the lady sit in the garden and read books, lady is playing
12	a baby is laughing	this is cute boy is napping and its so funny, baby trying to sleep on sofa, a baby is falling asleep while sitting on a couch, the baby is falling asleep, two small kids are on the couch and the littler one is nodding off, kid is sleeping, a baby is falling asleep, a baby is sleeping, a baby feeling drowsy while his partner watches tv, a baby is trying to stay awake, baby feels sleepy, a baby is getting sleepy while sitting, two childrens sitting side by side on a sofa, the baby is sitting and sleep, one baby slept, a baby is falling asleep, a baby is falling asleep while watching tv on a couch, a baby is sleeping, a baby is nodding off on a sofa, the baby is sleeping, a baby is falling asleep, a baby is falling asleep while sitting up, a baby is falling asleep while sitting up, a small baby seated on a sofa is swaying on one side as he is drowsy and half asleep, a baby falling a sleep, babies relaxing, a baby seems sleepy beside a small boy, a baby playing with his brother, the sleeping baby almost toddled over on the couch, a baby is falling asleep while sitting on a couch, a baby is falling asleep, a cute baby sleeping on the sofa, a baby sleeping, a baby is nodding off on a couch, a baby on asleep on the sofa, a baby is falling asleep sitting up on the couch, a baby tries to not fall asleep, a baby is falling asleep, a funny baby, a baby on a couch is tired and sleepy, a baby is sitting up and falling asleep, a baby is sleeping, a baby is falling asleep on the couch, the bobbyes sleeping and seeing, a baby sleeping on sitting, it is a clip of a funny baby, the baby is getting sleep, a baby siting on a sofaset, a short funny baby clip, a baby is having trouble staying awake while sitting on a couch, the baby almost fell over on the couch because he was sleeping, two children are sleeping on sofa, a baby is sleeping on the sofa, a little baby is slowly falling asleep, a baby tries not to fall asleep, a baby is sleeping on sofa, a baby is falling asleep while sitting on a couch, a baby falling asleep
13	a man is cooking a pan	a person coking, a person is frying a meat in the pan, someone is stirfrying a ground substance in a wok, a person is cooking beef, a person is frying meat in a pan, someone dumps a bowl of meat into a skillet and starts cooking it, a person is cooking some meat in a pan, a person is cooking beef on a skillet, a man cooking his kichen, a person is sauteing meat in a pan, a woman is adding something to a frying pan, a woman is frying ground meat, someone is putting raw ground meat into a wok, someone is stir frying some meat, the woman is browning pork in the pan, someone browned the hamburger in the pan, the person is cooking the something, someone fries ground meat in a skillet, a chef is cooking ground meat in a wok, someone is cooking meat in a pan, a person browns meat in a pot, a person is putting meat in a skillet to cook, the woman is browning meat, the lady put the hamburger into the pan, a woman is stirring some ground pork, a person is making meat, the person is preparing the curry, a woman adds some meat to a pan, a person stirs some meat
14	a man is playing guitar	spb ilayanila, two seated men are playing the guitar behind a man standing with a microphone, a man is playing a guitar, a man singing on stage, a band is performing on a stage, the man is playing the electric guitar, a man playing guitar, the band is playing while the man is singing, two men are playing guitars, a man playing some notes on a guitar in some kind of concert, a man is playing a guitar, a standing man sings while several seated men play guitar, a man is playing gitur, a man plays an electric guitar, a man is playing guitar, a band is performing on a stage, a man is singing with a band, one of the great singer sp balasubramanyam is singing, a man and his band are playing, a man is playing guitar, a musician seated on stage plays an electric guitar, a man is playing instrument, the person is playing guitar, musican plying violin during a song perform by singer, a man is singing, a man is playing a guitar, a man plays the guitar, the man sang with the band on stage, a man is playing guitar, ok play the guitar code right now, two men are playing guitars, a man is playing the guitar, a man singing with a classical band, a man is playing guitar in a band, a singer is singing with a band, a band is performing on a stage, the great singer mrspbalasibramanian sing in the tv show, someone is playing guitar, a man is playing a guitar, the bank performed on stage, a band is playing on a stage, a man is playing a guitar, a man is playing guitar
15	a man is riding a motorcycle	a man is riding the bike, a man doing stunts on a motorcycle, a man is performing tricks with his motorcycle, a person is performing a stunt on a motorbike, a man is performing stunts on a motorcycle, a man is performing stunts while riding his bike on the road, a man doing motorcycle stunts, a man is doing feats using bike, a man is doing stunts on his motorcycle, a man is stunt riding with a bike, a man performs a onewheeled handstand trick and a spin on a green motorcycle, a stunt rider is performing on a motorcycle, the daredevil is doing tricks on a motorcycle, he is bike racing trining, a person performs a few tricks on a motorcycle, a man does a stunt on a motorcycle, a men stunt on the bike, a man doing stunt work on a motorcycle, the motorcyle rider did a trick, one man showing stunt on motorcycle, a guy driving bike in new way, a motorcycle stunt rider doing tricks, a man is making stunt on bike, a man is performing stunts on a motor cycle, a man doing motorcycle stunts, a person doing some sort of dangerous stunts on a kawasaki bike, a man is riding motorcycle, the man did tricks on his motorcycle, a man performs a stunt on a motorcycle, a man is doing a frontside wheelie on a motorcycle, someone kneeling on a motorcycle extends his leg while doing a wheelie, a man is performing bike stunts, someone is doing motorcycle stunts, a stuntman is displying stunts on a bike, a man is performing a stunt on a motorbike, a man riding the bike, a man is performing bike stunt, a man does a stunt on a motorcycle, a motorcycle rider is doing tricks, a man practicing stunts on a motor bike, a man is doing stunts on a motorcycle, a man performing stunts with his motor bike, kawasaki z1000 stunt riding, a person is doing a trick on a motorcycle, a guy is doing motorcycle tricks, a man is doing some bike stunts, a man in a green shirt riding a two wheeler, a man showing the stunt on his motorbike, the guy is riding kawasaki, a man spins out on his motorcycle, a stunt rider on a kawasaki motorcycle doing tricks, a stunt biker pops a wheelie, driving a bike stylishly, a motorcycle rider is shown performing stunts on his motorcycle, the person is bike riding, a motorcyclist performs a stunt on a green motorcycle, a man riding a dirt bike in a parking lot, a man is stunting with his bike
16	a man is cooking	someone is pouring two cups of water into a pan, a person is pouring water into a pot, a person is pouring water from a measuring cup into a pan, the lady poured water into the pan, a person is cooking, a man is pouring water into a pan, someone is adding water to a pot, the man poured water into the pot, a person is pouring water into a pot, a man cooking his kichen, someone is pouring water into a pan, a person adds water to a pot, a man is cooking on a stove, a person is pouring water into a pan, water is been put in the pan, any one is making dish, rice pudding making video, water is being poured into a pot, a chef pours water into a pot, a person pours water into a bowl, someone is pouring water into a pot, someone pours water into a kettle from a glass measuring cup, a person is pouring water into a pot, the person is cooking the rice, a person pours some water into a pot, the person is cooking the rice, there is cooking the item, a man is pouring four cups of water into a pan, a man is adding water to pan, a man is pouring water into a pan, someone poured water into a pot, a person pours water into a pot, some one is making rice pudding, the man is pouring water into the pot, the man added water to the pot, someone pours a cup of water into a pot
17	a woman is talking	two girls kissed, two girls are kissing, two women are kissing each other, two womans are kissing, two women are kissing, two women are kissing, two women are kissing, two women are kissing each others lips, two women are kissing, two women are kissing, they are enjoying, two girls kissing to each other in very crazy style, women are smooching, two woman are kissing each other, two womens are kissing, two girls kissing each other, two lesbian girls kissing each other, the girls are kissing, two young women are kissing, two girls are kissing, two women kiss each other, two girls kissing, the women were kissing each other, two girls passionately kissed, two women are making out, doing home sex, two girls are kissing, two women kissing each other, two girls kissing, a television video clip of young guys and girls at the beach and at school, two girls are kissing each other, two women are kissing, two girl kisess, two women are kissing, two women are kissing, two women are passionately kissing, two women are kissing, two women are kissing, they are kissing, two young women are kissing, two women are making out, two women are kissing intensely, two young women kiss, two women are kissing, two girls kiss, 2 girls kissing each other, two woman are kissing each other, two girls are kissing, the women is speaking with the the boy
18	a man is riding a bike	a woman gets on a mans motorcycle, a boy and girl are on a motorcycle, a woman is sitting on a motor bike with a man, a boy and girl is sitting in bike, a girl is getting on a motorcycle with a boy, a girl gets onto a motorcycle, the boy gave the girl a ride on his motorcycle, the boy and girl is going on the bike, a woman gets on a motorcycle, the girl climbed on back of the boys motorcycle for a ride, two people are getting on a motorcycle, featuring a film, a couple mount a motorcycle, a girl climbs onto the back of a boys motorcycle, a young woman is taking a ride from a young man on a motorcycle, a woman climbs on the back of a motorcycle occupied by a man and puts on a helmet, a guy is giving a girl a motorcycle ride, two people are riding a motorcycle, a woman is wearing a hamlet, the boy and girl is bike riding, a man and a woman are sitting on a motorcycle, a woman gets on a motorcycle, the girl got on the motorcycle with the boy, the girl climbed on the back of the boys motorcycle, they are going on the bick, a girl gets onto a motorcycle, a girl gets on the back of a guys motorcycle, a boy and girl are ready to riding a bike, a girl is wearing a helmet, a boy and girl siting on motorbike to go somewhere, a man and woman are riding a motorcycle, a man riding bike, a got girl on the back of a motorcycle with a man, a girl climbs onto the back of a motorcycle, the man and woman are going to ride the motorcycle
19	a man is riding a boat	men are boating, people are sailing a boat, two men are sailing a boat, two men are sailing on a small boat with big sails, two men are traveling in a sail boat, the people are sailing a boat, two men are sailing in the ocean, two men sail on a boat, two men ride a boat, the couple are sailing the boat, two men sail a boat across the water, two boys are sailing a boat, two men are sailing a sailboat in the ocean, a man is boating, the men leaned back as a sailboat sailed through the sea, the men leaned back in their sail boat, two mean are jet sailing, small windsurfing boat with two men racing, a man is windsurfing, two individuals sail on the water, some men are parasailing, a sailboat is moving across the water, two men are sailing a boat, a person enjoying a ride on a yatch, two men are riding on a sail boat, two men are riding a sailboat, a man is parasailing a boat, two people are sailing, two people are sailing a boat in the ocean, in a lake two person going in motor boat, two people sail on a motorboat, two men are wind sailing, the men leaned back in the sailboat, two men are boating, the man riding boat over sea, two men going on motorboat in the sea, a man is sailing a boat, person doing yatching, two men are manuvering a boat, two men are windsurfing, a man is riding a boat, two men are sailing a boat, some men are sailing on a boat in the sea, a guy is surfing on surface of the ocean, two men are riding a boat, a person performing sailing on a motor boat in sea, the men leaned back in the sailboat
20	a man is playing with a kangaroo	a woman is picking up a kangaroo, a man carrying little kangaroo, a kangaroo is playing with women, a woman is picking up a kangaroo, a woman is pampering the kangaroo, a woman playing with kangaroo, a woman picks up and holds a baby kangaroo, a men with a kangaroo, an woman is carrying a kangaroo, a lady is holding the baby kangaroo in her hands, a woman is picking up and hugging a kangaroo, a girl is hugging a kangaroo, a woman cuddling and petting a kangaroo, a woman is petting and holding a kangaroo, a woman is petting a kangaroo, a woman picks up a kangaroo, a woman is holding a kangaroo, a woman plays with a kangaroo, a women enjoys with the young kangaroo, a woman is holding a baby kangaroo, a girl is playin with the gangaroo, a woman holding a baby kangaroo in his hands, a lady hug her pet kangaro, a woman picks up her pet baby kangaroo and cuddles it, a woman cuddles her pet kangaroo, a woman picks up a baby kangaroo, one lady is very careful on his kangaroo, a woman picks up a young kangaroo, a woman pets and carries the kangaroo, the woman picked up the kangaroo, a woman is lifting up a kangaroo, a woman is carrying baby kangaroo, a lady is playing with kangaroo, a woman is holding a kangaroo, a woman picks up a kangaroo, the lady picked up the kangaroo, kangaroo is a lovely pet animal, a woman holds a kangaroo, the lady picked up the kangaroo, a woman picks up and holds a baby kangaroo, a woman picks up and holds a baby kangaroo in her arms, a woman holds a kangaroo, a woman is holding a kangaroo, a woman is playing with a kangaroo, a woman is holding a kangaroo, a lady is picking a kangaroo in his hand, a woman is cradling a kangaroo, a woman protecting a kangaroo, a woman holds a kangaroo, a woman is carrying a kangaroo, a woman is picking a kangaroo
21	a woman is talking	two neighbors talking each other, two couples talk, two young couples talk to each other, the women are talking, two couples are talking, two couples are talking, two neighbours talking to each other, two couples are talking, boyes and girls talking on the seet, couples were talking about their engagements, two cuple sitting their, a couple are talking, some people on couches talking, two couples are sitting and talking, tow women with two men talking each other, two couples are interacting, two couples sitting and gossiping with each other, a man and woman sitting on the sofa, two couples are talking in the living room, men and women given interview, the neighbors taking together, couples on a dating show, two couple are talking with each other, two couples are talking to each other, they are new neighbors, two couples are talking with each other, men and women were chatting with one another, two couples are talking each other, a man and woman sitting on sofa, a young man and a young woman chatting, two couples are talking, two ladies are talking to each other sitting on opposite sides with their respective spouses, the women are talking, couples sit and talk, two couples are talking, two couples are taking to each other, two couples are talking, the girls of two couples are talking to each other, a woman and man talking to each other, the couples talked to each other about their engagements, two young couples are sitting having a conversation, a boy and girl talking, two couple gossiping to each other, a tele novella seriously sally about young couple who meets new neighbors, a couple meets their neighbors for the first time and it is far from pleasant, a woman is talking to another woman, two couples discuss, two couples are talking, cute couples, two young couple sharing a conversation, two couples talking each other, the girls says something, two couples are talking, two couple are talking to each other
22	a man is riding a bike	a man is falling down when he is riding a bicycle, a man on a bicycle crashes into a traffic sign, a motorcyclist on the street is riding parallel to a bicyclist on the grass when the bicyclist runs into a sign and falls down, a kid wrecks into a sign while riding his bicycle, a man riding a bicycle runs into a street sign, a guy wrecks on his bike, a bicyclist riding along side a road is knocked from his bike by a stationary road sign, a bicycle is crashed at speed into a signpost, a man on a bike crashes into a road sign, a men is fell down, one cyclist hits a signboard and falls down, a man is riding a bicycle and falling down, the man on the bicyle hit the sign and fell, a person on a bike crashes into a road sign, a man crashes into a sign, the man on the cycle crashes hard, a man riding on bike is hitting a traffic sign, a man hits a sign on his bike, boys are playing, a man crashes his bike into a sign, a man on a bike crashes into a road sign, a man met with an accident, a man rides his bike into a sign, the man come with his cycle and dash the board met with an accidant, a bicyclist is crashing into a road sign, so bad accident, a man on a bicycle crashes into a sign, a man road his bike into a sign, a man hits a sign on his bike, a man riding a bicycle speedily on the grass lining a road bangs against a signboard and falls down, a man crashes his bike, a man going in cycle is coliding on a board, a funny clip about bike accident, a bicyclist hits his face on a road sign, a man on a bike runs into a road sign, a man on a bicycle runs into a road sign, a person fall down from cycle, a byclist fell off his bike when he hit a sign, a man going in a cycle met with an accident, a man runs into a sign, a bike accedent, the boy hit a sign on his bike and fell off, a man has hit the name board with this bicycle
23	a dog is walking	a monkey in the water, a monkey is walking through grassy water, a monkey is walking in the water, a monkey is walking through a marsh, an animal is wondering, a monkey is wading across a marsh, a monkey passing through the water, into the wild, a monkey swinging its fore arms is walking on its hind legs in a rice field, a monkey is walking through the water, monkey is walking inside thr water, a monkey is walking through water, an animal walks on its hind legs through a swampy area, a monkey is wading through the water, a primate is walking through the water, the monkey waded through the water, a monkey is wading through water, a monkey is walking through the water, a monkey is wading through marshland, a small monkey walks through water, a monkey walking thru a shallow body of water, amonkey is runing in the water, a monkey walking in water, a primatemonkey is walking through water, the monkey waded in the water, a monkey is walking in water, a monkey walks through a flooded field, a video of the planet earth clouds mountains desert wild animals, a monkey is walking on water, an orangutan is wading through a marsh, the water is falling down the mountain, a monkey walks through a swamp, a monkey is walking through the water, a langur wades across a lake on its hind legs, its a show of beautiful nature, the beautiful place in earth, a monkey is waddling in water, a monkey is walking in the field, a monkey is waking in the water, a beautiful plannet is earth, the beautiful planet earth, a monkey is wading through a shallow lake, moneky is walking in the farm, a monkey is walking over water, an animal possibly a lemur is walking through a field, monkey making way through water, a monkey treads through water, a monkey is walking through water, a monkey is moving in a water, monkey walking in water, oh i cant be wet says monkey, monkey water on the walking, a monkey is walking in a watery field, this is the beautiful planet earth, the monkey is wading through the water, the monkey is playing in water, a monkey crossing some kind of pond or lake, a monkey is walking through the water, a big water stream is falling down from the mountain, a monkey walks through the water, a monkey is walking on the lake
24	a man is playing with a ball	a man is attacked by a bird, a duck is biting a man, a goose is pecking a mans behind, a duck make funny with aperson, a goose bites an elderly man in the backside, a goose is attacking a man, a goose is attacking a man, a goose attacks a man, a cat is playing, a goose attacks an old man, a man playing with duck, a goose is chasing a man, the goose ran at the man and bit him, a duck is chasing a man, the animal is running, a goose bites a man, a duck is pulling a mans pent, a man is playing with the funny goose, ttwo kids are collecting something, a swan bit a mans buttock, a chicken chases a man, a goose is attacking a man, a goose bites an elderly man, a duck playing with a man, a swan attacks a man, a goose is chasing a man, the goose ran after the man and bit his butt, a duck runs after a man and bites him on the behind, a goose attacks a man, the goose attacked the man, a duck is beating a man, a swan attacks a man, a goose is attacking a man, the goose bit the mans behind, man playing with duck, a white goose is chasing a man in a field, very very funny video, funny animals of all kinds do silly things
